#time,accel_x,accel_y,accel_z
291.361989,5625.565159,3552.988522,-72625.853210
291.364572,3849.070898,-2516.700203,-73238.729609
291.367155,10362.883188,7698.141797,-73238.729609
291.369739,5477.523971,-1036.288319,-72932.291410
291.372322,6365.771101,888.247130,-72625.853210
291.374905,3997.112087,4589.276840,-71706.538613
291.377488,4145.153275,-6365.771101,-71093.662214
291.380071,8142.265362,-2368.659014,-72166.195912
291.382654,8586.388927,148.041188,-72166.195912
291.385237,2368.659014,-148.041188,-73085.510509
291.387820,-1184.329507,-4589.276840,-73545.167808
291.390404,11695.253884,6365.771101,-72779.072310
291.392987,3404.947333,-1184.329507,-72779.072310
291.395570,5773.606348,444.123565,-72932.291410
291.398153,9474.636058,4737.318029,-73238.729609
291.400736,4145.153275,-444.123565,-72012.976812
291.403319,6365.771101,296.082377,-71553.319513
291.405902,5625.565159,3849.070898,-72932.291410
291.408486,6809.894666,592.164754,-72012.976812
291.411069,8290.306550,1332.370696,-73851.606007
291.413652,5477.523971,1924.535449,-73238.729609
291.416235,3552.988522,2812.782580,-74004.825107
291.418818,7402.059420,3108.864956,-72472.634111
291.421401,1776.494261,-444.123565,-72166.195912
291.423984,148.041188,2516.700203,-72779.072310
291.426568,6365.771101,-888.247130,-73085.510509
291.429151,2516.700203,-5033.400406,-72779.072310
291.431734,-4293.194464,-7254.018232,-72779.072310
291.434317,1036.288319,-3997.112087,-72932.291410
291.436900,-3108.864956,-6957.935855,-72166.195912
291.439483,-888.247130,444.123565,-73545.167808
291.442066,1628.453072,-3256.906145,-74158.044206
291.444649,2220.617826,-1628.453072,-73545.167808
291.447233,-1480.411884,-4589.276840,-73238.729609
291.449816,1924.535449,-2516.700203,-72472.634111
291.452399,-296.082377,-3997.112087,-71246.881314
291.454982,1480.411884,-2812.782580,-71400.100414
291.457565,-1332.370696,-4145.153275,-72779.072310
291.460148,-3552.988522,-1184.329507,-72932.291410
291.462731,5329.482782,3997.112087,-74158.044206
291.465315,-5773.606348,148.041188,-74004.825107
291.467898,1924.535449,-7994.224174,-72932.291410
291.470481,12583.501014,5181.441594,-72472.634111
291.473064,-2664.741391,-10807.006753,-73085.510509
291.475647,-3256.906145,-6069.688724,-73085.510509
291.478229,1776.494261,3404.947333,-71246.881314
291.480812,-2072.576638,-10955.047942,-71706.538613
291.483395,888.247130,1332.370696,-73391.948708
291.485978,-2220.617826,-592.164754,-72932.291410
291.488561,592.164754,-3701.029710,-74158.044206
291.491144,4737.318029,148.041188,-73238.729609
291.493726,-2960.823768,-7550.100608,-72166.195912
291.496309,1332.370696,-3404.947333,-72319.415011
291.498892,-2664.741391,-5033.400406,-71553.319513
291.501475,-1184.329507,-3404.947333,-72625.853210
291.504058,1332.370696,-2072.576638,-73391.948708
291.506641,1776.494261,1036.288319,-73085.510509
291.509223,5773.606348,5033.400406,-73545.167808
291.511806,5921.647536,-2072.576638,-72625.853210
291.514389,6513.812290,3849.070898,-72472.634111
291.516972,8438.347739,4441.235652,-72012.976812
291.519555,9178.553681,1776.494261,-72932.291410
291.522138,7698.141797,148.041188,-71706.538613
291.524720,3552.988522,296.082377,-73085.510509
291.527303,4145.153275,1332.370696,-72932.291410
291.529886,6513.812290,2960.823768,-73238.729609
291.532469,6957.935855,2072.576638,-73085.510509
291.535052,8142.265362,1036.288319,-73391.948708
291.537635,5033.400406,1924.535449,-73085.510509
291.540217,-2368.659014,-1332.370696,-72779.072310
291.542800,6365.771101,7254.018232,-71859.757712
291.545383,296.082377,3997.112087,-71859.757712
291.547966,1036.288319,-6069.688724,-73391.948708
291.550549,4589.276840,-2664.741391,-72625.853210
291.553131,4737.318029,6365.771101,-73698.386908
291.555714,6217.729913,0.000000,-72472.634111
291.558297,7994.224174,-148.041188,-73698.386908
291.560880,10510.924376,4293.194464,-73391.948708
291.563463,2664.741391,-1332.370696,-72472.634111
291.566046,6809.894666,3552.988522,-72625.853210
291.568628,8142.265362,148.041188,-71859.757712
291.571211,9622.677246,740.205942,-73238.729609
291.573794,7698.141797,2368.659014,-72932.291410
291.576375,1480.411884,296.082377,-73085.510509
291.578956,5921.647536,4145.153275,-73238.729609
291.581537,3701.029710,1184.329507,-73085.510509
291.584118,4293.194464,296.082377,-72166.195912
291.586699,5181.441594,6513.812290,-72779.072310
291.589280,-592.164754,-7698.141797,-73238.729609
291.591861,5625.565159,-3849.070898,-73238.729609
291.594442,-3256.906145,-7254.018232,-72012.976812
291.597023,740.205942,-7698.141797,-72319.415011
291.599604,-6069.688724,0.000000,-72472.634111
291.602185,-6069.688724,148.041188,-74158.044206
291.604766,3552.988522,-2368.659014,-74464.482406
291.607346,296.082377,-4145.153275,-73698.386908
291.609927,-444.123565,-3997.112087,-73238.729609
291.612508,1184.329507,-2072.576638,-72166.195912
291.615089,-2368.659014,-8142.265362,-71400.100414
291.617670,2368.659014,0.000000,-71859.757712
291.620251,1924.535449,-2220.617826,-73391.948708
291.622832,-888.247130,-8882.471304,-73391.948708
291.625413,9474.636058,3108.864956,-74004.825107
291.627994,-1776.494261,-1628.453072,-73085.510509
